epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.8137221932411194,1.020679235458374,0.11249999701976776,3.7441654205322266,0.0010000000474974513
1,0.9663703441619873,0.6651706695556641,0.11249999701976776,5.27984094619751,0.0010000000474974513
2,0.9767777919769287,0.6273829340934753,0.7608333230018616,1.0711424350738525,0.0010000000474974513
3,0.9803333282470703,0.608627438545227,0.9708333611488342,0.6447129249572754,0.0010000000474974513
4,0.9839074015617371,0.5969405174255371,0.9816666841506958,0.6137204766273499,0.0010000000474974513
5,0.985962986946106,0.5887256264686584,0.9796666502952576,0.6007816791534424,0.0010000000474974513
6,0.9863518476486206,0.5833595991134644,0.9851666688919067,0.6039442420005798,0.0010000000474974513
7,0.9883888959884644,0.5775380730628967,0.9851666688919067,0.5912805795669556,0.0010000000474974513
8,0.9893333315849304,0.5739436149597168,0.9828333258628845,0.5794375538825989,0.0010000000474974513
9,0.989481508731842,0.5704630613327026,0.9883333444595337,0.5857737064361572,0.0010000000474974513
10,0.9902592301368713,0.5679247975349426,0.9886666536331177,0.5741559267044067,0.0010000000474974513
11,0.9909999966621399,0.5657948851585388,0.9893333315849304,0.5610572099685669,0.0010000000474974513
12,0.9913889169692993,0.5627798438072205,0.9890000224113464,0.5678591132164001,0.0010000000474974513
13,0.991944432258606,0.5613054633140564,0.9886666536331177,0.559017539024353,0.0010000000474974513
14,0.9922962784767151,0.5590254068374634,0.9886666536331177,0.5599303245544434,0.0010000000474974513
15,0.9928703904151917,0.5576640367507935,0.9906666874885559,0.5518499612808228,0.0010000000474974513
16,0.992555558681488,0.5564161539077759,0.9904999732971191,0.5544506311416626,0.0010000000474974513
17,0.9927963018417358,0.5549471974372864,0.9913333058357239,0.5517024993896484,0.0010000000474974513
18,0.9928518533706665,0.5536003708839417,0.9901666641235352,0.5496244430541992,0.0010000000474974513
19,0.9930925965309143,0.5528222322463989,0.9911666512489319,0.5459759831428528,0.0010000000474974513
